Restaurant ID,Longitude,Latitude
206488,55.30919038,25.25124063
209654,55.3019169,25.25007862
18340881,55.215341,25.11338
18233284,55.26191946,25.2080323
18269368,55.32874,25.254105
18254160,55.281966,25.211183
208939,55.17874617,25.10777315
201531,55.35147775,25.22399154
208965,55.25639722,25.21110278
208778,55.21152779,25.16812806
209703,55.19854523,25.11851301
18381837,55.288061,25.252054
208850,55.28256778,25.22347744
210134,55.27340334,25.24107351
201044,55.278525,25.198291
201340,55.27856994,25.19726756
18289126,55.27927805,25.19500831
202507,55.27430557,25.21135663
210139,55.32548446,25.22931113
5600424,55.39273214,25.33315516
5602751,55.396984,25.338089
5600457,55.39269626,25.33320395
5600642,55.37637066,25.32578908
18268134,55.38474888,25.32451353
18376208,55.37086055,25.33045321
5600959,55.37552107,25.32813499
5600103,55.38215585,25.35508316
5602586,55.38290787,25.35443539
5600961,55.37454341,25.30564046
5600960,55.37728127,25.3084117
5601340,55.39045796,25.34640794
5600701,55.376027,25.32188994
5601404,55.39922744,25.34839077
5600556,55.38781766,25.32774497
5602055,55.45195531,25.2887722
5601521,55.37353624,25.29782287
5602377,55.45834266,25.3084123
5602884,55.45425095,25.31127229
5602942,55.460279,25.310369
3400025,78.01154444,27.16166111
3400341,0,0
3400005,78.01160797,27.16083249
3400021,77.99809167,27.19592778
3400017,78.00755278,27.201725
3400325,0,0
3400059,78.044095,27.160934
3400060,78.044095,27.160934
3400348,0,0
3400072,78.057044,27.163303
3400073,78.057044,27.163303
3400019,78.01505278,27.16510833
3400033,78.04299,27.159795
3400346,78.040165,27.16185
3400350,0,0
3400391,0,0
3400016,78.04725,27.15777222
3400105,78.03471389,27.16169444
3400326,0,0
3400392,78.045359,27.158822
111895,72.5375741,23.01045111
110502,72.572009,23.0261651
18396250,72.5123947,23.0383109
113702,72.5017644,23.0401633
113433,72.5098065,23.0330688
18438909,72.5124872,23.0382314
18143128,72.511307,23.0318508
18438944,72.5570374,23.0290619
110436,72.5115815,23.027929
18385201,72.55998429,23.02874796
110395,72.55903311,23.02443364
18335583,72.5316389,23.0643038
110237,72.5239649,23.04850469
113537,72.53774978,23.04619268
113703,72.5498285,23.0437235
18385186,72.5504755,23.0443367
113325,72.5072645,23.0117723
111826,72.5181257,23.0534466
110516,72.5222172,23.0640914
18371341,72.5281083,23.0418026
113570,72.5434513,23.0285142
2400020,81.834502,25.454648
2400148,81.83316667,25.45343611
2400019,81.832616,25.451517
2400193,0,0
2400027,81.835585,25.457687
17960073,0,0
2400119,81.839744,25.449659
2400014,81.834279,25.450329
2400403,0,0
2400349,0,0
2400279,0,0
2400017,81.860187,25.443994
18317988,81.83279631,25.45164569
2400144,81.834841,25.459775
2400195,81.83616667,25.44987222
2400052,81.834236,25.450377
2400016,81.841889,25.45235
2400293,81.83168056,25.45031667
2400009,81.859682,25.457116
2400010,81.834492,25.454697
2200011,74.884359,31.64362
2200078,74.884384,31.644532
18204507,0,0
2200030,74.875878,31.635658
2200201,74.87575556,31.63488333
2200067,74.875828,31.635671
2200358,0,0
2200001,74.86276111,31.65558889
2200033,74.86299167,31.65044167
2200283,74.8649101,31.6466891
2200045,74.86416667,31.65319167
2200149,74.87981389,31.62404722
2200043,74.87461944,31.62394722
2200044,74.87833333,31.62615278
2200132,74.877666,31.625981
2200236,74.87957778,31.62261111
2200175,0,0
2200000,74.873005,31.624386
2200055,74.883997,31.641991
2200034,74.877002,31.644818
2200153,0,0
2500023,75.34601667,19.87621944
2500076,0,0
2500054,75.35394167,19.87473333
2500134,75.340775,19.87610556
2500069,75.3671268,19.8755223
2500256,75.360232,19.874449
2500024,75.358888,19.875908
2500075,75.36479167,19.87642778
2500029,75.3684187,19.874103
2500079,75.316722,19.875337
2500343,0,0
2500052,75.32340278,19.87963056
2500062,75.32350278,19.88025556
2500056,75.322405,19.875016
2500030,75.317475,19.87802778
2500390,0,0
2500007,75.37235278,19.87699444
2500123,75.321461,19.888716
2500122,75.31889444,19.86696944
2500346,0,0
50943,77.61542793,12.93328392
58268,77.64539558,12.97022064
51705,77.64070876,12.9791658
18162866,77.64048882,12.98041024
18407918,77.645748,12.970324
56464,77.64062494,12.97909556
18221572,77.64368467,12.97845292
18359919,77.59679094,12.90622878
18439634,77.615797,12.934179
51040,77.61429269,12.93329764
54162,77.61615515,12.93436454
18305628,77.625999,12.939496
18385443,77.61413042,12.93566181
56618,77.6993861,12.94993396
18353121,77.696664,12.97537691
18366652,77.5709967,13.0291977
18430785,77.60817859,12.97253153
58882,77.68323686,12.91304096
18422898,77.6784,12.914264
18339874,77.5960137,12.9721612
2600472,77.419399,23.211529
2600514,0,0
2600109,77.435361,23.214294
2600311,77.41722744,23.18499152
2600008,77.434976,23.214459
2600031,77.429989,23.232357
2600250,0,0
2600025,77.429845,23.232537
2600494,0,0
18108352,77.3796051,23.26626099
2600079,77.433571,23.233219
2600340,0,0
18461339,77.43702042,23.23079116
2600010,0,0
2600230,77.434007,23.234249
2600003,77.408236,23.264015
2600303,77.373573,23.218998
2600180,77.401663,23.234631
2600393,0,0
2600007,77.398886,23.235123
2900587,0,0
2900354,85.846838,20.286333
2900633,0,0
18408676,85.81781287,20.32553933
2900234,85.81856667,20.32634444
2900550,0,0
18362677,85.83394811,20.31149633
2900044,85.819178,20.301785
2900469,85.80823611,20.34306944
2900219,85.82272222,20.353675
2900473,85.825257,20.35324774
2900020,85.82685,20.35299167
2900562,85.82599327,20.35343289
18413814,85.82289287,20.34347604
18235390,85.81112333,20.34314407
2900640,0,0
18271459,85.82225987,20.35348061
18377283,85.84295925,20.29322917
18408600,85.84516996,20.29575519
2900012,85.818494,20.292363
18436042,85.82669624,20.28398889
122003,76.801234,30.71005476
121552,76.8009555,30.7050693
121214,76.8007752,30.7056682
121553,76.80064,30.7056102
121312,76.8008653,30.7051482
121335,76.8009555,30.705775
120014,76.8051917,30.7257045
123125,76.8063634,30.7249431
120221,76.801316,30.7194841
122064,76.76560555,30.72476574
120203,76.76055595,30.72152328
120219,76.7606106,30.7216086
121425,76.76028337,30.72137975
123010,76.75984483,30.72114167
123294,76.8009793,30.7306181
121120,76.7976205,30.7334795
122940,76.7978909,30.740827
122830,76.7972148,30.7408896
69024,80.250744,13.0058006
72475,80.2206723,13.0864385
70431,80.2191037,13.0918088
71443,80.20881157,13.02977985
73088,80.264151,13.058616
18423075,80.25722075,13.05434714
70890,80.24851944,13.08187778
71492,80.24243889,13.02239444
70092,80.26147,13.044694
70393,80.251865,13.066762
70894,80.23644167,13.06418056
73279,80.24998214,12.97279291
69951,80.25479067,13.02701773
72497,80.17456822,13.02627908
65413,80.2752348,13.02628637
70497,80.24226844,13.04964535
65055,80.23311,13.045479
18384227,80.231598,12.981615
72604,80.21811381,12.98604688
66457,80.221898,12.975996
18260777,76.9720757,11.01629845
3000107,76.995667,11.022477
3000132,77.015393,11.025083
3000122,77.00700302,11.02483917
3001032,76.99959444,11.02216944
3000021,76.99501667,11.02127778
18434000,76.971082,10.96185
3000195,76.976268,11.001852
3000126,76.98431119,11.00863836
18280306,76.9754397,11.0030085
3001489,76.98624135,11.00175265
3000770,76.98187642,11.00076241
3000062,76.97649444,11.00366944
3000016,76.975525,11.00368056
3000014,76.95173611,11.00668611
3000001,76.95295,11.010375
3001321,76.94465239,11.02611735
3000996,76.940432,11.02091
3001065,76.9983492,11.02229761
3000048,76.96330278,10.99413611
3500012,0,0
3500007,0,0
3500017,78.053162,30.335259
3500018,78.060221,30.340722
3500011,78.062543,30.346994
18416632,78.06802238,30.36128079
18279289,78.06888981,30.36268594
18408585,78.067079,30.359722
3500059,78.054222,30.332735
3500081,78.049117,30.328174
17971273,0,0
3500365,0,0
3500013,78.070453,30.366322
3500024,78.04026667,30.31952778
3500488,0,0
3500505,78.061187,30.3425093
3500010,78.046106,30.327968
3500414,0,0
18440677,78.07715102,30.37220198
3500484,0,0
301728,77.3066401,28.4900591
5992,77.304776,28.4901567
301730,77.305563,28.4901368
301729,77.3061016,28.4900979
301731,77.3057446,28.490062
311053,77.3053835,28.4901198
9299,77.30274167,28.49629167
9178,77.303542,28.4959154
18477319,0,0
18433852,77.3000877,28.4262842
304046,77.2905651,28.4946638
309936,77.2905276,28.4946804
309927,77.2918292,28.4922473
18377449,77.2918292,28.4990636
18465871,0,0
18472646,77.292431,28.4923251
18037826,77.3074479,28.4698631
301163,77.3074479,28.4695043
4931,77.3074479,28.4701322
1804,77.3072684,28.4700256
312102,77.3074031,28.4693655
18217857,77.3074031,28.4693655
18471268,77.3074479,28.469594
18381244,77.3074031,28.4693655
18408041,77.3074928,28.4700019
311051,77.30706006,28.46980656
18133510,77.3073785,28.4698629
308380,77.3074031,28.4693655
6077,77.3130127,28.3980691
308082,77.3130127,28.3979794
309558,77.3128332,28.397424
8128,77.3131025,28.3978083
304062,77.294319,28.4937692
9785,77.3139102,28.3868454
312514,77.3140449,28.3869029
308961,77.3056977,28.4719854
308963,77.3066401,28.4722089
308962,77.3062507,28.4723428
8169,77.3153578,28.4534629
309368,77.316429,28.446715
18472429,77.2900667,28.3954463
18472418,77.2874809,28.3939512
18472426,77.2875524,28.3940171
18450934,77.2922781,28.3982684
6025,77.2969459,28.4292178
6013,77.3144487,28.383665
8153,77.3144877,28.3837046
18471296,77.3145373,28.3836738
18279477,77.3291609,28.3754863
18359331,77.3266079,28.3689797
301151,77.3270132,28.3692291
18204479,77.329628,28.3702087
2198,77.3288978,28.3777541
18434243,77.3270132,28.3692291
18273628,0,0
18471262,77.3295018,28.3730138
18258480,77.319026,28.3725172
9698,77.3185858,28.371835
8326,77.3184832,28.3719511
18270379,77.32157,28.3692881
304006,77.31429167,28.38339444
308957,77.3244365,28.384502
18427216,77.3144456,28.3811924
18433315,0,0
8266,77.32425,28.38471389
18383469,77.3229299,28.395009
1367,77.3222568,28.3949008
